UF,INSTITUICAO,MODALIDADE,NOME_POLO_OU_CAMPUS,MUNICIPIO_POLO,CURSO,URL_FONTE,URL_DOWNLOAD_PDF,URL_DOWNLOAD_PDF_LIMPA,STATUS_LINK,HASH_OU_ID_PDF_CANONICO,PPC_COMPARTILHADO,GRUPO_COMPARTILHAMENTO_ID,QTD_POLOS_NO_GRUPO,TIPO_VINCULO,ANO_PPC,LOCALIDADE_DOCUMENTO,NOME_ARQUIVO_LOCAL,CAMINHO_ARQUIVO_LOCAL,EVIDENCIA_MINIMA,OBS,ACAO_RECOMENDADA,DOC_ID
PI,UESPI,Educação Presencial,CANTO DO BURITI,Canto do Buriti,Licenciatura em Matematica,https://ufpi.br/images/Documentos%20CDAC/PPC%20LIC.%20EM%20MATEMTICA%202023.pdf,https://ufpi.br/images/Documentos%20CDAC/PPC%20LIC.%20EM%20MATEMTICA%202023.pdf,https://ufpi.br/images/Documentos%20CDAC/PPC%20LIC.%20EM%20MATEMTICA%202023.pdf,OK_PDF,9006AB3DA7D5379690CB18C4FEE90A348D8403CAAA665AF59A7FE1ED21A090AE,SIM,,1,INSTITUCIONAL_COMPARTILHADO,2023,POLOS_2__Picos_Teresina,PI__UFPI__PRESENCIAL__POLOS_2__Picos_Teresina__2023__DOC0001.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__UFPI__PRESENCIAL__POLOS_2__Picos_Teresina__2023__DOC0001.pdf,"Documento institucional da UESPI sobre avaliação de cursos EaD registra a 'Licenciatura em Matemática - EaD, nos Polos de Apoio Presencial ... Marcos Parente [^1], São João do Piauí [^1], Simplicio Mendes [^1], Luís Correia [^1], Pio IX [^1]', indicando explicitamente a existência de oferta de Licenciatura em Matemática na modalidade a distância em Simplício Mendes, vinculada ao NEAD/UESPI.[web:167]","As fontes oficiais localizadas para Simplício Mendes referem‑se ao polo UAB/NEAD e à oferta de Licenciatura em Matemática na modalidade EaD, com menções em pareceres e relatórios de renovação de reconhecimento, mas não a um campus presencial da UESPI em Simplício Mendes.[web:167][web:96] O único PPC de Licenciatura em Matemática da UESPI identificado publicamente é o do campus Poeta Torquato Neto (presencial) e o PPC específico de Matemática EaD do NEAD (Teresina, agosto de 2025), mas não há evidência literal de que qualquer destes seja adotado como PPC presencial em Simplício Mendes.[web:1][web:2] Diante disso, não é possível informar ano, link ou status de um PPC de Licenciatura em Matemática vinculado à modalidade presencial em Simplício Mendes.",OK,DOC0001
PI,UESPI,Educação Presencial,Campus Prof. Barros Araújo,Picos,Licenciatura em Matematica,https://ojs.brazilianjournals.com.br/index.php/BRJD/article/download/25195/20087,https://uespi.br/wp-content/uploads/2025/11/DOC_PPC_MATEMATICA_NEAD_compressed.pdf,https://uespi.br/wp-content/uploads/2025/11/DOC_PPC_MATEMATICA_NEAD_compressed.pdf,OK_PDF,EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67,NAO,,1,POLO_ESPECIFICO,2016,POLOS_14__Luis_Correia_Palmeirais_Pedro_II_Anisio_de_Abreu_Regeneracao_Sao_Joao_do_Piaui_Corrente_Ca,PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,"O repositório institucional BIA/IFPI possui diversas coleções e trabalhos vinculados à 'Licenciatura em Matemática - Corrente', atestando a existência do curso de Licenciatura em Matemática no Campus Corrente, porém sem disponibilizar o PPC correspondente.[web:153][web:182] Publicações institucionais em redes sociais do IFPI e do Campus Corrente divulgam vagas e ações relacionadas ao curso de Licenciatura em Matemática, mas não fornecem link para o Projeto Pedagógico do Curso.[web:156][web:186]","Não foi encontrado, em domínio ifpi.edu.br ou em atos normativos federais/estaduais, arquivo público do PPC da Licenciatura em Matemática do Campus Corrente. Também não há evidência oficial publicada de que um éventual PPC geral (por exemplo, 'PPC 2023 Licenciatura em Matemática') tenha sido formalmente aprovado e aplicado a este campus; versões encontradas em plataformas de terceiros não atendem ao critério de fonte oficial.[web:57] Qualquer informação sobre ano do PPC ou compartilhamento com outros campi do IFPI exigirá consulta direta ao campus ou ao Conselho Superior do IFPI.",VALIDACAO_MANUAL,DOC0002
PI,UFPI,Educação a Distância,Polo de Apoio Presencial - Paes Landim-PI,Paes Landim,Licenciatura em Matematica,https://legcead.ufpi.br/index.php/matematica,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF_MANUAL,EEBB53F23CF9A989C1A328B2B116C36979E01622C37EE371247CEDAF00DB89C5,SIM,,26,INSTITUCIONAL_COMPARTILHADO,2007,POLO__Polo_de_Apoio_Presencial_Paes_Landim_PI__Paes_Landim,PI__UFPI__EAD__POLO__Polo_de_Apoio_Presencial_Canto_do_Buriti_PI__Canto_do_Buriti__2007__DOC0007.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__UFPI__EAD__POLO__Polo_de_Apoio_Presencial_Canto_do_Buriti_PI__Canto_do_Buriti__2007__DOC0007.pdf,"O histórico do curso de Matemática EaD da UFPI relata que, após a oferta inicial em Alegrete do Piauí e Inhuma, o curso foi ampliado para vários polos, incluindo Picos.[web:7] A página da CEAD/UFPI para a Licenciatura em Matemática lista Picos entre os polos de apoio presencial do curso, evidenciando que o mesmo PPC EaD de Matemática rege a oferta no polo associado ao Campus Senador Helvídio Nunes de Barros.[web:10]","O PPC de 2007 da Licenciatura em Matemática EaD da UFPI define o curso em nível institucional, com implantação via sistema UAB, e não distingue projetos por polo.[web:84] Documentos institucionais (histórico do curso e página da CEAD) mostram a expansão para polos como Picos, mantendo um único curso de Matemática EaD; por isso, considera-se que o PPC é compartilhado entre todos os polos listados, incluindo o polo sediado em Picos associado ao Campus Senador Helvídio Nunes de Barros.[web:7][web:10]",OK,DOC0007
PI,UESPI,Educação a Distância,POLO UAP DE ALTOS - PI,Altos,Licenciatura em Matematica,http://www.ceepi.pro.br/CADASTRO%20superiores/uespi.geral-RE_TOTAL.htm,https://uespi.br/wp-content/uploads/2025/11/DOC_PPC_MATEMATICA_NEAD_compressed.pdf,https://uespi.br/wp-content/uploads/2025/11/DOC_PPC_MATEMATICA_NEAD_compressed.pdf,OK_PDF,EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67,NAO,,1,INSTITUCIONAL_COMPARTILHADO,2025,POLOS_14__Luis_Correia_Palmeirais_Pedro_II_Anisio_de_Abreu_Regeneracao_Sao_Joao_do_Piaui_Corrente_Ca,PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,"O PPC \""PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA NA MODALIDADE DE EDUCAÇÃO A DISTÂNCIA\"" do NEAD/UESPI/UAB está datado em \""Teresina (PI), agosto de 2025\"" e define a Licenciatura em Matemática EaD como curso institucional.[web:7] Edital/nota do NEAD e notícia da SEDUC-PI listam Altos entre os polos da Licenciatura em Matemática EaD (UAB/UESPI).[web:43][web:49]","Apesar de o site institucional confirmar a existência da Licenciatura em Matemática no Campus Professor Ariston Dias Lima, as páginas de PPCs e de resoluções CEPEX publicadas na transparência da UESPI apresentam PPCs de Matemática apenas para o Campus Poeta Torquato Neto (Teresina) e para o Campus Professor Possidônio Queiroz (Oeiras), com anexos específicos.[web:146][web:1][web:32] Não foi localizado um PPC de Matemática identificado com São Raimundo Nonato nem resolução CEPEX com anexo acessível correspondente; por isso, não é possível informar ano, link de download ou status de PPC, nem afirmar compartilhamento com outros campi.",VALIDACAO_MANUAL,DOC0002
PI,IFPI,Educação Presencial,CAMPUS SÃO RAIMUNDO NONATO DO INSTITUTO FEDERAL DO PIAUI,São Raimundo Nonato,Licenciatura em Matemática,https://ead.ifpi.edu.br/course/index.php?categoryid=817,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,NAO_ENCONTRADO,,NAO,,1,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_35__Valenca_do_Piaui_Paes_Landim_Paulistana_Alegrete_do_Piaui_Campo_Maior_Pio_IX_Teresina_Cast,,,"A página Matemática/CEAD/UFPI lista 'Valença do Piauí' entre os 'Polos de apoio presencial do curso' de Licenciatura em Matemática, demonstrando oferta do curso EaD nesse polo.[web:10] O PPC de 2007 da Licenciatura em Matemática EaD é o projeto pedagógico institucional do curso e não distingue PPC por polo.[web:84]","O histórico oficial do curso de Matemática EaD registra que, além dos polos iniciais, o curso passou a ser ofertado também em polos como Picos, Valença, Monsenhor Gil e outros, mantendo um único curso de Licenciatura em Matemática EaD sob responsabilidade da UFPI.[web:7] Dado que a CEAD/UFPI identifica Valença do Piauí como polo de apoio presencial do curso de Matemática EaD e o PPC de 2007 é o único projeto pedagógico identificado para esse curso, considera-se que o PPC é compartilhado entre Valença e os demais polos listados.[web:10][web:84]",VALIDACAO_MANUAL,
PI,UFPI,Educação a Distância,Polo de Apoio Presencial - União-PI,União,Licenciatura em Matematica,https://uespi.br/wp-content/uploads/2025/03/DOC-MATEMATICA_PARFOR.pdf,https://uespi.br/wp-content/uploads/2025/03/DOC-MATEMATICA_PARFOR.pdf,https://uespi.br/wp-content/uploads/2025/03/DOC-MATEMATICA_PARFOR.pdf,OK_PDF,889F327D90131A591E76A2B6740DF5093F541D7817F6758E69657D5103CB4D73,SIM,,2,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_3__Parnaiba_Piripiri_Esperantina,PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLOS_1__Esperantina__NAO_ENCONTRADO__DOC0008.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLOS_1__Esperantina__NAO_ENCONTRADO__DOC0008.pdf,"Documento oficial da UESPI referente ao PARFOR afirma que o 'Curso de Licenciatura em Matemática - UESPI' tem seu projeto aplicado nos municípios de Barras e Esperantina/PI, indicando um único PPC para as duas localidades.[web:26] O Conselho Estadual de Educação do Piauí, na Resolução CEE/PI nº 184/10, menciona explicitamente o 'Curso de LICENCIATURA EM MATEMÁTICA, ministrado pela UESPI no Campus Núcleo de Esperantina, em Esperantina (PI)'.[web:137]","As fontes do CEE/PI confirmam a existência de curso de Licenciatura em Matemática da UESPI no Campus Núcleo de Esperantina, embora a resolução de 2010 denegue o reconhecimento desse curso.[web:137] O PPC identificado e acessível é o do curso de Licenciatura em Matemática ofertado no âmbito do PARFOR, que explicita aplicação conjunta em Barras e Esperantina, mas o arquivo não traz, no trecho indexado, o ano de aprovação; por isso, o ano do PPC é marcado como NAO_ENCONTRADO.[web:26] Não há evidência de que este PPC PARFOR seja utilizado como PPC regular de graduação fora do contexto do PARFOR.",OK,DOC0008
PI,IFPI,Educação Presencial,Campus Corrente do Instituto Federal do Piauí,Corrente,Licenciatura em Matematica,https://www.ufpi.br/ultimas-noticias-ufpi/5673-curso-de-matem%C3%A1tica-ead-ufpi-recebe-avalia%C3%A7%C3%A3o-do-inepmec,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF,EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67,SIM,,26,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_35__Valenca_do_Piaui_Paes_Landim_Paulistana_Alegrete_do_Piaui_Campo_Maior_Pio_IX_Teresina_Cast,PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,"O documento 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA NA MODALIDADE DE EDUCAÇÃO A DISTÂNCIA' do NEAD/UESPI, datado de 'Teresina (PI), agosto de 2025', define o curso de Licenciatura em Matemática EaD da UESPI no âmbito da UAB/NEAD.[web:2] Relatório institucional da UESPI sobre cursos EaD registra a Licenciatura em Matemática EaD ofertada 'nos Polos de Apoio Presencial em Marcos Parente [^1], São João do Piauí [^1], Simplicio Mendes [^1], Luís Correia [^1], Pio IX [^1]'.[web:167]","Convocação referente ao Edital NEAD/UESPI/UAB nº 007/2023, emitida pela Direção do NEAD/UAB/UESPI, identifica o NEAD com endereço 'Rua João Cabral, 2231 – Bairro Pirajá – Teresina – PI – Brasil', confirmando que a gestão do curso EaD de Matemática está sediada em Teresina/Pirajá.[web:254] No mesmo documento, o 'Curso: LICENCIATURA EM MATEMÁTICA' aparece com função de Tutor a Distância em polos como Avelino Lopes, Fronteiras, Paes Landim, Piripiri e Valença do Piauí, evidenciando um único curso EaD de Matemática, com PPC institucional de 2025, compartilhado entre múltiplos polos de apoio presencial.[web:254][web:167]",VALIDACAO_MANUAL,DOC0002
PI,UESPI,Educação a Distância,Polo UAB - ANISIO DE ABREU,Anísio de Abreu,Licenciatura em Matematica,https://legcead.ufpi.br/index.php/matematica,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF,EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67,SIM,,27,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_35__Valenca_do_Piaui_Paes_Landim_Paulistana_Alegrete_do_Piaui_Campo_Maior_Pio_IX_Teresina_Cast,PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,"O histórico oficial do curso de Matemática EaD da UFPI informa que, após a oferta inicial em Alegrete do Piauí e Inhuma, o curso foi ampliado, entre outros, para os polos de União, Campo Maior, Luzilândia, Piripiri, Bom Jesus, Redenção do Gurguéia, Corrente, Picos, Valença, Monsenhor Gil, Simplício Mendes, Água Branca, Buriti dos Lopes, Gilbués, Castelo do Piauí, Canto do Buriti e Piracuruca.[web:7] A página da CEAD/UFPI para o curso de Licenciatura em Matemática lista esses polos como 'Polos de apoio presencial do curso', evidenciando que o mesmo PPC EaD atende Bom Jesus.[web:10]","O histórico oficial do curso de Matemática EaD da UFPI relata a expansão progressiva do curso, inicialmente ofertado em Alegrete do Piauí e Inhuma, para diversos outros polos de apoio presencial, mantendo um único curso institucional de Licenciatura em Matemática na modalidade a distância.[web:7] Editais de seleção de tutores presenciais (como o Edital 11/2026) tratam expressamente do 'Curso de Licenciatura em Matemática do CEAD/UFPI' e vinculam polos como José de Freitas a esse curso, sem mencionar PPCs diferenciados por polo; assim, o PPC de 2007 é considerado compartilhado entre todos os polos listados.[web:84][web:154]",VALIDACAO_MANUAL,DOC0002
PI,UESPI,Educação Presencial,CURIMATÁ,Curimatá,Licenciatura em Matematica,https://www.ufpi.br/ultimas-noticias-ufpi/5673-curso-de-matem%C3%A1tica-ead-ufpi-recebe-avalia%C3%A7%C3%A3o-do-inepmec,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF_MANUAL,3B089343EFABBC007495C2328646BE61DE1A2A643F65F716786FF2DE3B23832C,SIM,,5,INSTITUCIONAL_COMPARTILHADO,2007,POLO__CURIMATA__Curimata,PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLOS_2__Teresina__2023__DOC0004.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLOS_2__Teresina__2023__DOC0004.pdf,"O PDF oficial intitulado Projeto Político-Pedagógico do Curso de Graduação, Licenciatura em Matemática – UFPI/CMRV identifica o Campus do Ministro Reis Velloso em Parnaíba-PI e traz a data Parnaíba – Agosto/2010, indicando o ano do PPC para a Licenciatura em Matemática presencial do campus sede.[web:1][web:11]","Há evidência oficial de que o Polo UAB Pio IX integra a rede UAB em cursos de licenciatura, incluindo Matemática, via documentos da UESPI/NEAD que listam Pio IX como polo de Licenciatura em Matemática EaD.[web:51] Atribuição deste polo ao PPC da UFPI deve ser validada manualmente.",OK,DOC0004
PI,IFPI,Educação a Distância,Polo de Apoio Presencial UAB Pio IX,Pio IX,Licenciatura em Matematica,https://uespi.br/wp-content/uploads/2025/02/DOC-MATEMATICA-OEIRAS.pdf,https://uespi.br/wp-content/uploads/2025/02/DOC-MATEMATICA-OEIRAS.pdf,https://uespi.br/wp-content/uploads/2025/02/DOC-MATEMATICA-OEIRAS.pdf,OK_PDF,F0559D4D217DB70C388AC6C3695DBC9443708C080FEE13A6BA2B54881382ACFD,SIM,,1,INSTITUCIONAL_COMPARTILHADO,2023,POLOS_2__Oeiras_Floriano,PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf,"O PPC de Licenciatura Plena em Matemática - modalidade a distância da UFPI, datado de junho de 2007, define o curso de Matemática EaD da instituição e sua organização curricular.[page:1] Matéria da SEDUC-PI informa que o Polo de União da UAB atende cursos de Letras e Pedagogia da UESPI e cursos de Filosofia, Matemática e Química ministrados pela UFPI, confirmando a oferta da Licenciatura em Matemática EaD da UFPI em União.[web:145] A página do CEAD/UFPI para Matemática lista União como um dos polos de apoio presencial do curso de Licenciatura em Matemática, ao lado de outros polos do estado, reforçando que o mesmo PPC é utilizado para essas ofertas.[web:119]","Enquanto o ambiente EAD do IFPI evidencia Corrente como polo UAB para cursos a distância (por exemplo, Letras Libras, Educação Especial e Inclusiva e Ciências da Natureza), não foi encontrada, em categorias ou disciplinas públicas do AVA, referência explícita a 'Licenciatura em Matemática · Polos · Corrente'.[web:337][web:9] Também não consta, em domínios oficiais do IFPI, edital ou PPC que vincule o polo UAB de Corrente a oferta de Licenciatura em Matemática EAD; assim, não há evidência oficial suficiente de oferta de Matemática EAD nesse polo, e todas as informações de PPC relacionadas a esse item permanecem NAO_ENCONTRADO.",OK,DOC0005
PI,IFPI,Educação a Distância,Polo Manoel Marques de Araujo,Canto do Buriti,Licenciatura em Matematica,https://ufpi.br/matematica-cead,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,NAO_ENCONTRADO,,SIM,,26,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_35__Valenca_do_Piaui_Paes_Landim_Paulistana_Alegrete_do_Piaui_Campo_Maior_Pio_IX_Teresina_Cast,,,"No histórico institucional do curso de Matemática EaD da UFPI, é informado que o curso, após a ampliação inicial, passou a ser ofertado também nos polos de União, Campo Maior, Luzilândia, Piripiri, Bom Jesus, Redenção do Gurguéia, Corrente, Picos, Valença, Monsenhor Gil, Simplício Mendes, Água Branca, Buriti dos Lopes, Gilbués, Castelo do Piauí, Canto do Buriti e Piracuruca.[web:7] A página do curso de Matemática da CEAD/UFPI lista Luzilândia como um dos 'Polos de apoio presencial do curso', indicando que o mesmo PPC EaD rege a oferta em Luzilândia.[web:10]","Editais recentes do NEAD/UESPI/UAB para licenciaturas a distância (incluindo Matemática) convocam candidatos para polos como Altos, Floriano, Uruçuí, Marcos Parente, São João do Piauí, Simplício Mendes, Luís Correia e Pio IX, enquanto Piracuruca aparece associada apenas a cursos como História.[web:263][web:265] Não foi encontrada, em domínios oficiais da UESPI, menção à oferta de Licenciatura em Matemática (presencial ou EaD) em Piracuruca, nem qualquer PPC relacionado; por isso, não é possível indicar ano, link ou status de PPC para esse item.",VALIDACAO_MANUAL,
PI,UFPI,Educação a Distância,Polo de Apoio Presencial - Marcos Parente-PI,Marcos Parente,Licenciatura em Matemática,https://ead.ifpi.edu.br/course/index.php?categoryid=735,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF_MANUAL,EEBB53F23CF9A989C1A328B2B116C36979E01622C37EE371247CEDAF00DB89C5,NAO,,1,INSTITUCIONAL_COMPARTILHADO,2007,POLO__Polo_de_Apoio_Presencial_Marcos_Parente_PI__Marcos_Parente,PI__UFPI__EAD__POLO__Polo_de_Apoio_Presencial_Canto_do_Buriti_PI__Canto_do_Buriti__2007__DOC0007.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__UFPI__EAD__POLO__Polo_de_Apoio_Presencial_Canto_do_Buriti_PI__Canto_do_Buriti__2007__DOC0007.pdf,"A página 'Cursos e Vagas' da UFPI lista, no Campus Senador Helvídio Nunes de Barros (Picos), o 'Curso: Licenciatura em Matemática', com oferta em turno integral (matutino e vespertino) e noturno, 8 semestres de duração e 50 vagas por semestre.[web:189]","O PPC de 2023 localizado refere-se especificamente ao curso de Licenciatura em Matemática do Campus Ministro Petrônio Portella em Teresina, não havendo indicação de que esse documento seja adotado como PPC oficial do curso de Picos.[web:83][web:189] Não foi encontrado, em domínios institucionais da UFPI (ufpi.br, sigaa.ufpi.br) acessíveis publicamente, um PPC próprio para a Licenciatura em Matemática do Campus Senador Helvídio Nunes de Barros; logo, não é possível informar ano, link de download ou status de PPC para esse campus nem afirmar eventual compartilhamento de PPC com Teresina.",OK,DOC0007
PI,UFPI,Educação a Distância,Polo de Apoio Presencial - Palmeirais-PI,Palmeirais,Licenciatura em Matematica,https://www.ufpi.br/ultimas-noticias-ufpi/5673-curso-de-matem%C3%A1tica-ead-ufpi-recebe-avalia%C3%A7%C3%A3o-do-inepmec,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,OK_PDF,EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67,SIM,,2,INSTITUCIONAL_COMPARTILHADO,2007,POLOS_35__Valenca_do_Piaui_Paes_Landim_Paulistana_Alegrete_do_Piaui_Campo_Maior_Pio_IX_Teresina_Cast,PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf,"O 'PROJETO PEDAGÓGICO DO CURSO DE LICENCIATURA EM MATEMÁTICA NA MODALIDADE DE EDUCAÇÃO A DISTÂNCIA' do NEAD/UESPI, datado de agosto de 2025 em Teresina, define o curso de Licenciatura em Matemática EaD da UESPI.[web:2] Relatório institucional de cursos EaD da UESPI registra a Licenciatura em Matemática EaD com oferta 'nos Polos de Apoio Presencial em Marcos Parente [^1], São João do Piauí [^1], Simplicio Mendes [^1], Luís Correia [^1], Pio IX [^1]'.[web:167]","A página da DPAE/PREG lista, na seção de pareceres de renovação, 'MATEMÁTICA (Luís Correia-PI, Pio IX-PI e Simões-PI)', reforçando que a Licenciatura em Matemática a distância da UESPI é oferecida institucionalmente em Pio IX como um dos polos de apoio presencial.[web:297] Editais e convocações do NEAD/UESPI para cursos de licenciatura EaD (incluindo Matemática) mostram que há um único curso de Matemática EaD organizado pelo NEAD em Teresina/Pirajá, com vagas distribuídas por polos UAB, o que caracteriza o PPC de 2025 como documento compartilhado entre esses polos.[web:243][web:270]",VALIDACAO_MANUAL,DOC0002
PI,IFPI,Educação Presencial,Campus Cocal do Instituto Federal do Piauí,Cocal,Licenciatura em Matematica,https://www.even3.com.br/iisemmat-632540/,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,1,INSTITUCIONAL_COMPARTILHADO,NAO_ENCONTRADO,,,,"A página do evento \""II Semana de Matemática do IFPI Campus Cocal\"" informa que o evento é destinado aos discentes do curso de Licenciatura em Matemática do IFPI Campus Cocal.[web:195]","Há evidência oficial da existência do curso de Licenciatura em Matemática presencial no IFPI Campus Cocal (site do evento institucional e registros acadêmicos do BIA-IFPI), mas não foi localizado PPC em PDF nem página pública contendo o texto do projeto pedagógico. Não há também evidência de utilização de um PPC compartilhado publicado para outro campus.[web:195][web:212]",NOVA_BUSCA,
